scene1.blend,Pencil.001,box.003,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0045156077032033485,0.0,0.14805275201797485,6.6332495807108,0,0.04942082647127686,0.03854077334105495,0.09679393442593126,-0.14256513118743896,0.0022477085850717226,0.7436678485709619,0.6219338041929601,0.051,0.0296,0.0082,0.2161,0.102,-0.0122,1
scene1.blend,Pencil.001,wall.003,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,5.340919936690268e-05,1.0,4.860000371932983,0,0,9.289941348071928,8.855417394105114,0.755158439267723,-4.009279012680054,0.0,0.0,0.5,0.0179,0.0138,0.0097,-0.0002,-0.0001,-0.0001,0
scene1.blend,Pencil.001,wall.002,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,2.6704613297664522e-05,1.0,4.860002447385341,0,0,7.651302697257669,7.480556301520001,0.6379151327028297,-4.00927996635437,0.0,0.0,0.5,0.0165,0.0124,0.0082,-0.0005,-0.0004,-0.0004,0
scene1.blend,Pencil.001,lamp.001,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.07534307302863262,0.0,0.5997045040130615,0,2.0,2.15215454787631,1.8533498116622615,2.3083232054367375,-0.5715298652648926,0.0,0.0,0.5,0.006,0.0056,0.0051,-0.0217,-0.0148,-0.0082,0
scene1.blend,Pencil.001,apple.003,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0005378913777814425,0.0,0.08481407165527344,0,0,2.3834098729990774,2.219805483807453,7.707435386827537,-0.06063711643218994,0.0,0.0,0.5,0.0075,0.0068,0.0061,-0.1356,-0.0908,-0.046,0
scene1.blend,Pencil.001,light,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.44564138768028905,1.0,0.7412793636322021,0,2.0,3.1608231557021482,2.529087300665375,1.3528630220448754,-3.3269460201263428,0.0,0.0,0.5,0.0034,0.0041,0.0047,-0.021,-0.014,-0.0071,0
scene1.blend,Pencil.001,Pencil.005,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0013715552125960241,0.0,0.04874062538146973,0,0,3.1168523438887084,2.9038618710688318,5.940251050343956,-0.020488202571868896,0.0,0.0,0.5,0.006,0.0062,0.0063,-0.2667,-0.1703,-0.0759,0
scene1.blend,Pencil.001,jar.001,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.02910579065285823,0.0,0.235750638123136,2.82842712474619,0,0.8795522301633709,0.6666573858498905,1.1669370599618842,0.6099933832883835,0.0,0.0,0.5,0.0139,0.0109,0.008,-0.0216,-0.0153,-0.0085,1
scene1.blend,Pencil.001,Cube.001,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0005279592607215118,0.0,0.06678402423858643,0,0,0.4109407566981896,0.37863711550805207,1.2943967005256627,-0.11078518629074097,0.0,0.0,0.5,0.0047,0.0047,0.0047,-0.2141,-0.1467,-0.0794,0
scene1.blend,Pencil.001,box.002,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.05824492578614451,0.0,0.46074426887207665,6.6332495807108,0,2.0870463792727216,1.819719579841365,2.7407953365448816,0.3852848708629608,0.0,0.0,0.5,0.0054,0.0056,0.0057,-0.0295,-0.0193,-0.0093,1
scene1.blend,Pencil.001,box.001,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.02900859402929815,0.0,0.3712492860504426,6.6332495807108,0,2.042814574658389,1.7625610107855225,3.068292910567967,0.4743703007698059,0.0,0.0,0.5,0.0054,0.0056,0.0057,-0.0366,-0.024,-0.0116,1
scene1.blend,Pencil.001,box,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.05259023634271421,0.0,0.3715249393135309,6.6332495807108,0,0.6928834022033714,0.4680239967296361,0.8058642628011813,0.44740527868270874,0.0,0.0,0.5,0.0222,0.0162,0.0103,0.0086,0.0046,0.0008,1
scene1.blend,Pencil.001,spoon.002,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0005027704747651933,0.0,0.01679515838623047,2.0,0,2.117414097316631,1.9061778282127086,4.531216789489829,-0.023251354694366455,0.0,0.0,0.5,0.0048,0.0054,0.0059,-0.8455,-0.5418,-0.2441,1
scene1.blend,Pencil.001,balloon.001,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.14130315124590206,1.0,1.049229621887207,0,0,2.712199358565758,2.129872786428848,1.7006006068995325,-3.282078504562378,0.0,0.0,0.5,0.0308,0.0197,0.0085,0.0112,0.005,-0.0014,0
scene1.blend,Pencil.001,ceiling,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.0,0.0,0.0,0,0,4.672413194251028,5.723919884990939,0.4881154708705539,-3.2791659832000732,0.0,0.0,0.0,0.0164,0.0121,0.0078,-2.6,-2.4,-2.2,0
scene1.blend,Pencil.001,book.002,0.0030224630382918094,0.0,0.10547363758087158,0.019,0.0145,0.01,0.006856969398026689,0.0,0.04990386962890625,0,0,0.6810371975402639,0.42929178968820075,0.7078086701887913,-0.04507714509963989,0.0,0.0,0.5,0.0025,0.0023,0.0021,-0.3306,-0.2445,-0.1583,0
