Annotation ID,User ID,Task,Scene,Preposition,Figure,Ground,Cam Location,Cam Rotation,Time
34d9f9e7-fbc1-4aea-92dc-65d00a0b6558,24,sfg,scene2-sfg,on top of,Cube.000,paper.002,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.2819, -0.2651,  0.9221)
            (0.9594,  0.0779, -0.2709)
            (0.0000,  0.9611,  0.2763)>",123.228507995605
eee0b548-b58e-4ddb-a772-d3064dc629b2,24,sfg,scene2-sfg,on top of,Pencil.003,table.001,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.2549, -0.2512,  0.9338)
            (0.9670,  0.0662, -0.2461)
            (0.0000,  0.9657,  0.2598)>",127.512756347656
d5d75866-26ed-4116-a9d2-6d1e33838b1f,24,sfg,scene2-sfg,on top of,mug.001,table.001,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.3688, -0.2415,  0.8976)
            (0.9295,  0.0958, -0.3562)
            (0.0000,  0.9657,  0.2598)>",129.329208374023
5d6dcecf-6386-4240-8666-9c6e05bf0890,24,sfg,scene2-sfg,on top of,jar.001,lamp,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.4257, -0.2226,  0.8771)
            (0.9049,  0.1047, -0.4126)
            (0.0000,  0.9693,  0.2460)>",131.811935424805
78a1e8e4-c46c-4a46-aacc-5b036018d793,24,sfg,scene2-sfg,on top of,Cube.002,notepad_001,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.1729, -0.4771,  0.8617)
            (0.9849,  0.0837, -0.1512)
            (0.0000,  0.8748,  0.4844)>",137.277267456055
0639cc06-6f44-4804-9e2f-ac491ba65ad4,24,sfg,scene2-sfg,on top of,box.001,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.6270, -0.3398,  0.7010)
            (0.7790,  0.2735, -0.5642)
            (0.0000,  0.8998,  0.4362)>",141.526229858398
c6590ee9-4448-4ec0-845c-887d7e1562d3,24,sfg,scene2-sfg,on top of,box,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.4473, -0.3809,  0.8092)
            (0.8944,  0.1905, -0.4047)
            (0.0000,  0.9048,  0.4259)>",143.392440795898
be94ddd9-e254-4b15-bce6-8eaac82be61b,24,sfg,scene2-sfg,on top of,chair,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.3086, -0.4584,  0.8335)
            (0.9512,  0.1487, -0.2704)
            (0.0000,  0.8762,  0.4819)>",144.892074584961
07a145ef-9f5c-46fc-86bf-4a3ee2cdd1ba,24,sfg,scene2-sfg,on top of,chair.001,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.5122, -0.3636,  0.7781)
            (0.8589,  0.2168, -0.4640)
            (0.0000,  0.9060,  0.4233)>",146.858261108398
9b08af05-a9df-4edb-8e2a-1c0954605626,24,sfg,scene2-sfg,on top of,mug,bookshelf,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.9613, -0.0761,  0.2647)
            (0.2754,  0.2656, -0.9239)
            (0.0000,  0.9611,  0.2763)>",150.524032592773
cec5ac8e-a1c2-4c66-b947-1a42aa535aaa,24,sfg,scene2-sfg,on top of,ball,bookshelf,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.8790, -0.1239,  0.4605)
            (0.4768,  0.2284, -0.8488)
            (0.0000,  0.9657,  0.2598)>",152.573532104492
a3422c52-eb59-4b45-9408-88c41fe7857c,24,sfg,scene2-sfg,on top of,ball.001,jar,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (-0.1911, -0.0280, 0.9812)
            ( 0.9816, -0.0055, 0.1910)
            ( 0.0000,  0.9996, 0.0285)>",158.855331420898
20ff85d0-db9a-4886-b266-dff25e9855df,24,sfg,scene2-sfg,on top of,jar,shelf,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (-0.1517, -0.0790, 0.9853)
            ( 0.9884, -0.0121, 0.1512)
            ( 0.0000,  0.9968, 0.0799)>",161.088119506836
f7e986ec-d277-4dc4-be6c-e45ca4a9eabd,24,sfg,scene2-sfg,on top of,banana.004,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.6255, -0.5009,  0.5982)
            (0.7802,  0.4016, -0.4796)
            (0.0000,  0.7667,  0.6420)>",166.020248413086
cccebacf-278c-43d9-8850-7e92846962c9,24,sfg,scene2-sfg,on top of,book.002,Floor,"<Vector (-0.8834, 1.7350, 2.3171)>","<Matrix 3x3 (0.3781, -0.5007,  0.7787)
            (0.9258,  0.2045, -0.3180)
            (0.0000,  0.8412,  0.5408)>",179.350326538086
0e83c4be-8a05-4ed1-9bf4-2cca5ad21066,24,sfg,scene2-sfg,on top of,Robot,Floor,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (-0.3978, -0.3812, 0.8345)
            ( 0.9175, -0.1653, 0.3618)
            ( 0.0000,  0.9096, 0.4155)>",203.677719116211
d0394925-686b-43d9-a0a1-f56d3ad01fac,24,sfg,scene2-sfg,against,box.001,wall.001,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (0.2152, -0.3854,  0.8973)
            (0.9765,  0.0849, -0.1978)
            (0.0000,  0.9189,  0.3946)>",216.52458190918
5477ec59-b198-495e-9415-8d0aadfb94f7,24,sfg,scene2-sfg,against,bookshelf,wall.001,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (0.5995, -0.2582,  0.7576)
            (0.8003,  0.1934, -0.5675)
            (0.0000,  0.9465,  0.3227)>",218.074203491211
31ba2230-f713-49dd-b4ea-b3bc2d0d9eb7,24,sfg,scene2-sfg,against,chair.001,wall,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (0.1858, -0.1398,  0.9726)
            (0.9826,  0.0264, -0.1839)
            (0.0000,  0.9898,  0.1423)>",220.440292358398
47a0a61f-0d53-4afb-bc02-ba7b8841608e,24,sfg,scene2-sfg,against,chair,table.001,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (-0.0391, -0.1845, 0.9821)
            ( 0.9992, -0.0072, 0.0384)
            ( 0.0000,  0.9828, 0.1846)>",224.739242553711
3342fe8e-fef7-45de-85b8-0eda5bfa710a,24,sfg,scene2-sfg,against,table.001,wall,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (-0.0431, -0.1196, 0.9919)
            ( 0.9990, -0.0052, 0.0428)
            ( 0.0000,  0.9928, 0.1197)>",234.153610229492
8b062d54-9b53-403c-83fa-e290c97aea02,24,sfg,scene2-sfg,against,jar,wall,"<Vector (2.4608, 3.2245, 2.3991)>","<Matrix 3x3 (-0.2310, -0.0166, 0.9728)
            ( 0.9729, -0.0039, 0.2309)
            ( 0.0000,  0.9999, 0.0171)>",236.619674682617
a8e21665-ffa3-47a7-a184-602a50099f96,24,sfg,scene2-sfg,inside,apple.008,bowl_001,"<Vector (-3.3397, 1.5094, 1.2769)>","<Matrix 3x3 (0.3135, -0.5428,  0.7791)
            (0.9495,  0.1792, -0.2573)
            (0.0000,  0.8205,  0.5717)>",282.708435058594
1157f510-1a87-47e6-a582-1c2e5ec51e07,25,sfg,scene1-sfg,on,chair,jar,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9909, 0.0397, -0.1285)
            (-0.1345, 0.2928, -0.9467)
            ( 0.0000, 0.9553,  0.2955)>",42.3328590393066
9f4db765-b2d4-4929-8029-3cc20a202baf,25,sfg,scene1-sfg,on,apple.003,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9650, -0.0506,  0.2571)
            (0.2620,  0.1863, -0.9469)
            (0.0000,  0.9812,  0.1931)>",92.9053649902344
1c3cdf15-4442-488a-a4dd-ecbfe5ac090a,25,sfg,scene1-sfg,on,apple.001,plate,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9290, -0.0900,  0.3590)
            (0.3701,  0.2260, -0.9011)
            (0.0000,  0.9700,  0.2432)>",99.490104675293
92980609-07af-4066-a6bd-2458ee9e9b1d,25,sfg,scene1-sfg,on,folder,shelf,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9275, -0.0532,  0.3700)
            (0.3738,  0.1320, -0.9181)
            (0.0000,  0.9898,  0.1424)>",122.861763000488
037c51c4-7043-4ab4-9695-4c9124325004,25,sfg,scene1-sfg,on,Pencil,cup,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9142, -0.0861,  0.3959)
            (0.4051,  0.1944, -0.8934)
            (0.0000,  0.9771,  0.2126)>",130.212326049805
8370f6a7-03db-4f5f-8544-ac1499926d7e,25,sfg,scene1-sfg,on,bowl_001,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9348, -0.0903,  0.3435)
            (0.3552,  0.2377, -0.9041)
            (0.0000,  0.9671,  0.2543)>",135.627670288086
bc3c4896-5710-47a8-aa81-40c0e2166667,25,sfg,scene1-sfg,on,Cube,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9526, -0.0459,  0.3007)
            (0.3042,  0.1437, -0.9417)
            (0.0000,  0.9886,  0.1508)>",146.40837097168
12c2f142-b5c8-464f-8ca8-d8ea2aac8fba,25,sfg,scene1-sfg,on,chair.002,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9134, -0.0843,  0.3981)
            (0.4070,  0.1891, -0.8937)
            (0.0000,  0.9784,  0.2070)>",154.972946166992
85230fc7-1629-4be8-8c88-118b1dc75237,25,sfg,scene1-sfg,on,lamp,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9550, -0.0422,  0.2936)
            (0.2966,  0.1359, -0.9453)
            (0.0000,  0.9898,  0.1423)>",162.80436706543
1399e042-54b6-4c3e-b5b1-95ac10f9ea8c,25,sfg,scene1-sfg,on,table,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9770, 0.0751, -0.1996)
            (-0.2132, 0.3441, -0.9144)
            ( 0.0000, 0.9359,  0.3523)>",168.80290222168
1aac57b6-5a3c-470e-b3a8-8da9abbb127f,25,sfg,scene1-sfg,on,box.001,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9637, -0.0590,  0.2604)
            (0.2670,  0.2130, -0.9399)
            (0.0000,  0.9753,  0.2210)>",181.19987487793
f1977d4d-afaa-4d57-999d-bee259bde31c,25,sfg,scene1-sfg,on,book,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9893, -0.0395,  0.1403)
            (0.1458,  0.2679, -0.9523)
            (0.0000,  0.9626,  0.2708)>",183.615951538086
1621fcf8-2ecd-4db9-8981-2cfe82e2c943,25,sfg,scene1-sfg,on,Pencil.003,book,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9819, -0.0491,  0.1827)
            (0.1892,  0.2551, -0.9482)
            (0.0000,  0.9657,  0.2598)>",186.415267944336
61eb6144-12be-4d0c-af6c-d857a25e08bb,25,sfg,scene1-sfg,on,mug,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9925, -0.0293,  0.1184)
            (0.1220,  0.2386, -0.9634)
            (0.0000,  0.9707,  0.2405)>",188.964645385742
87fc488d-94c3-4cd9-8e24-bc21e2a2f822,25,sfg,scene1-sfg,on,Pencil.005,dish,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9992, -0.0091,  0.0372)
            (0.0383,  0.2375, -0.9706)
            (0.0000,  0.9714,  0.2377)>",191.264083862305
5a617d8b-10d4-45cf-9deb-b5fc67ca9114,25,sfg,scene1-sfg,on,Pencil.005,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9986, -0.0144,  0.0503)
            (0.0523,  0.2759, -0.9597)
            (0.0000,  0.9611,  0.2763)>",193.830123901367
297e2767-5243-418a-aa06-5ce3124517dd,25,sfg,scene1-sfg,on,apple.002,bowl_001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9351, -0.0813,  0.3450)
            (0.3544,  0.2144, -0.9102)
            (0.0000,  0.9734,  0.2293)>",201.095016479492
ceeab049-cc7e-460b-b85d-51db8e387cff,25,sfg,scene1-sfg,on,box,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9598, -0.0596,  0.2741)
            (0.2805,  0.2041, -0.9379)
            (0.0000,  0.9772,  0.2126)>",205.710556030273
de0c463c-d67d-4225-9948-6402971e215d,25,sfg,scene1-sfg,on,jar,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9649, 0.1186, -0.2343)
            (-0.2626, 0.4357, -0.8609)
            ( 0.0000, 0.8923,  0.4516)>",213.841903686523
b829dfb4-aaa2-4015-8740-392def2e817e,25,sfg,scene1-sfg,on,Robot,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9899, 0.0413, -0.1350)
            (-0.1412, 0.2898, -0.9466)
            ( 0.0000, 0.9562,  0.2928)>",249.233261108398
92f06547-c8e4-486e-9225-48aa2bc2ff1f,25,sfg,scene1-sfg,on,dish,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 1.0000, 0.0005, -0.0016)
            (-0.0017, 0.2927, -0.9562)
            ( 0.0000, 0.9562,  0.2928)>",263.1298828125
f3dc5b10-a765-4051-8a9c-e458b0b3895a,25,sfg,scene1-sfg,on,chair,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9991, -0.0246,  0.0344)
            (0.0423,  0.5805, -0.8132)
            (0.0000,  0.8139,  0.5810)>",266.495727539063
4136b771-8aca-4665-a39f-d19c5c2c7f2a,25,sfg,scene1-sfg,on,plate,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9540, -0.0787,  0.2891)
            (0.2996,  0.2505, -0.9206)
            (0.0000,  0.9650,  0.2626)>",274.577087402344
228cda33-f469-4dca-91db-f3929f1a62e2,25,sfg,scene1-sfg,on,box.002,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9896, -0.0294,  0.1408)
            (0.1438,  0.2021, -0.9688)
            (0.0000,  0.9790,  0.2042)>",282.408508300781
aea58b85-af0f-4179-aec5-5e6cf9da8751,25,sfg,scene1-sfg,on,shelf,wall,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9801, 0.0079, -0.1982)
            (-0.1983, 0.0391, -0.9794)
            ( 0.0000, 0.9992,  0.0399)>",290.706481933594
6d63ac96-0aee-435a-8eea-31b860fcbdda,25,sfg,scene1-sfg,on,balloon.001,ceiling,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9712,  0.1051,  0.2136)
            (0.2380, -0.4288, -0.8715)
            (0.0000,  0.8973, -0.4415)>",295.621948242187
0de95d17-02ea-49ac-8f11-42e5c42bc0a6,25,sfg,scene1-sfg,on,Picture_001,wall.001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.7314,  0.0642,  0.6788)
            (0.6818, -0.0689, -0.7282)
            (0.0000,  0.9956, -0.0942)>",305.002990722656
2edec85a-85db-4580-b24a-524944dd91d8,25,sfg,scene1-sfg,on,guitar,chest,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.6384, -0.0986,  0.7633)
            (0.7696,  0.0818, -0.6332)
            (0.0000,  0.9918,  0.1282)>",311.051513671875
2fc5805d-415e-4aea-b572-0141ec127b2a,25,sfg,scene1-sfg,on,Pencil.001,box.003,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9399, -0.0486,  0.3379)
            (0.3413,  0.1338, -0.9304)
            (0.0000,  0.9899,  0.1423)>",332.263000488281
589d15da-9176-45e8-b52f-182aa0694a3e,25,sfg,scene1-sfg,on,folder,wall,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 ( 0.9789, -0.0105, -0.2040)
            (-0.2042, -0.0504, -0.9776)
            ( 0.0000,  0.9987, -0.0515)>",349.258850097656
5c047c0c-32a5-45c8-bdb8-7ff44226c0db,25,sfg,scene1-sfg,on,bin,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9581, -0.0617,  0.2795)
            (0.2862,  0.2064, -0.9357)
            (0.0000,  0.9766,  0.2154)>",363.955261230469
920fe982-0e7a-4de2-a143-7941181ad696,25,sfg,scene1-sfg,on,chair.001,Floor,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.8417, -0.2002,  0.5014)
            (0.5399,  0.3122, -0.7817)
            (0.0000,  0.9287,  0.3709)>",371.969970703125
05cc3a3c-81c3-4e6c-8c00-f942032611e7,25,sfg,scene1-sfg,on,book.001,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9678, -0.0301,  0.2498)
            (0.2516,  0.1158, -0.9609)
            (0.0000,  0.9929,  0.1196)>",381.800903320313
e2702dce-4664-48eb-ad53-c5b336d01489,25,sfg,scene1-sfg,on,book.002,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9452, -0.0464,  0.3229)
            (0.3262,  0.1345, -0.9357)
            (0.0000,  0.9899,  0.1423)>",384.216979980469
54ebe242-eb1e-4ad2-bae0-1af4f8047d73,25,sfg,scene1-sfg,on,Cube.001,book.001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9663, -0.0352,  0.2550)
            (0.2574,  0.1320, -0.9572)
            (0.0000,  0.9907,  0.1366)>",387.932739257812
55c5f7d6-e395-43c5-bc55-8bb3479301b0,25,sfg,scene1-sfg,under,bin,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9503, -0.0487,  0.3072)
            (0.3111,  0.1487, -0.9387)
            (0.0000,  0.9877,  0.1564)>",422.590942382813
ec51e0fc-808c-4cba-9ad7-c3738fa5d30b,25,sfg,scene1-sfg,inside,apple.002,bowl_001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9385, -0.0782,  0.3361)
            (0.3451,  0.2126, -0.9142)
            (0.0000,  0.9741,  0.2265)>",453.816650390625
98729d2b-c2a7-4411-af93-5348c724d1b7,25,sfg,scene1-sfg,inside,Pencil.001,box.003,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9419, -0.0751,  0.3272)
            (0.3357,  0.2107, -0.9181)
            (0.0000,  0.9747,  0.2237)>",462.464538574219
11b398ca-791f-444d-9c10-d20c7d2f0759,25,sfg,scene1-sfg,inside,Pencil,cup,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9113, -0.0898,  0.4018)
            (0.4117,  0.1988, -0.8894)
            (0.0000,  0.9760,  0.2182)>",468.379760742188
90c97961-c43b-49a4-8bcb-9db742aac4cd,25,sfg,scene1-sfg,above,lamp.001,table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9209, -0.0958,  0.3777)
            (0.3897,  0.2265, -0.8926)
            (0.0000,  0.9694,  0.2459)>",476.777709960938
345454cb-6745-4e24-b1d0-195132b3efec,25,sfg,scene1-sfg,above,window.002,chest,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.7135, -0.0439,  0.6993)
            (0.7006,  0.0447, -0.7121)
            (0.0000,  0.9981,  0.0627)>",486.175415039063
68f00534-49f8-4c11-8a2a-584a012f18f0,25,sfg,scene1-sfg,in,apple.002,bowl_001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9844, -0.0025,  0.1754)
            (0.1754,  0.0140, -0.9844)
            (0.0000,  1.0000,  0.0142)>",526.298950195313
59c69da1-1481-45ba-b7f0-2965063ab659,25,sfg,scene1-sfg,in,Pencil,cup,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9185, -0.0851,  0.3860)
            (0.3952,  0.1978, -0.8970)
            (0.0000,  0.9766,  0.2153)>",536.079895019531
1e81ab2f-bf5f-43eb-bf24-c5b3796e1b2a,25,sfg,scene1-sfg,under,box.001,Table,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9581, -0.0448,  0.2827)
            (0.2862,  0.1498, -0.9464)
            (0.0000,  0.9878,  0.1564)>",546.693969726563
b2e3dbfa-bb4e-460b-9b66-a3d1563e5b9c,25,sfg,scene1-sfg,under,chest,window.002,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.6849,  0.1121,  0.7200)
            (0.7286, -0.1053, -0.6768)
            (0.0000,  0.9882, -0.1538)>",554.475402832031
a4b1ec55-1850-42a3-8452-7cc40f9b62e0,25,sfg,scene1-sfg,under,lamp.001,balloon.001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9693,  0.0329,  0.2436)
            (0.2458, -0.1299, -0.9606)
            (0.0000,  0.9911, -0.1340)>",559.774108886719
c716d1fe-b688-4891-bb09-de6226dfc279,25,sfg,scene1-sfg,under,Table,light,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.8950,  0.1159,  0.4307)
            (0.4460, -0.2327, -0.8642)
            (0.0000,  0.9657, -0.2600)>",564.056396484375
3ef5140f-354a-48bf-b81a-af600011d566,25,sfg,scene1-sfg,under,chair.001,light,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.8895,  0.1149,  0.4420)
            (0.4567, -0.2239, -0.8610)
            (0.0000,  0.9679, -0.2517)>",567.405578613281
d1801ef8-af6b-42de-9748-06442290867b,25,sfg,scene1-sfg,under,table,lamp.001,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9406, -0.0406,  0.3370)
            (0.3394,  0.1125, -0.9339)
            (0.0000,  0.9929,  0.1196)>",572.171081542969
eb48ffaa-e142-45eb-b461-9fea8ce7df11,25,sfg,scene1-sfg,under,Table,lamp,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9484, -0.0513,  0.3126)
            (0.3168,  0.1537, -0.9360)
            (0.0000,  0.9869,  0.1620)>",575.286987304688
39888fc5-2f68-436a-99df-2f0d4ff737b8,25,sfg,scene1-sfg,under,table,plate,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9614, -0.0653,  0.2669)
            (0.2747,  0.2284, -0.9340)
            (0.0000,  0.9714,  0.2376)>",591.0498046875
a0f49fd2-1d34-4122-9200-584d1d23a815,25,sfg,scene1-sfg,under,table,cup,"<Vector (0.3410, -2.7205, 1.8000)>","<Matrix 3x3 (0.9112, -0.0863,  0.4025)
            (0.4117,  0.1911, -0.8910)
            (0.0000,  0.9778,  0.2097)>",597.731506347656
d3d44a45-69d8-4076-9ab5-90a892eb86ac,28,sfg,scene3-sfg,against,pear.004,bowl_001,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (0.8942, -0.0421,  0.4457)
            (0.4476,  0.0842, -0.8902)
            (0.0000,  0.9956,  0.0941)>",22.7331581115723
7b0d0b96-1602-4233-a0e6-b0f43069098d,28,sfg,scene3-sfg,against,jar,shelf,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (0.5783,  0.0023,  0.8158)
            (0.8158, -0.0017, -0.5783)
            (0.0000,  1.0000, -0.0029)>",32.3663444519043
2cb15dd5-d1b1-440f-8cc7-9d0877979c1f,28,sfg,scene3-sfg,against,ball,bookshelf,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (0.9930, -0.0164,  0.1167)
            (0.1179,  0.1386, -0.9833)
            (0.0000,  0.9902,  0.1395)>",41.1162109375
c409661e-6d87-4bf0-8909-560503c59de5,28,sfg,scene3-sfg,against,cup,Table,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (-0.3364,  0.2160, -0.9166)
            (-0.9417, -0.0771,  0.3274)
            ( 0.0000,  0.9733,  0.2294)>",54.9160003662109
aea7a423-246e-471d-93c0-e981880d0232,28,sfg,scene3-sfg,against,Robot,Floor,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (0.9226, -0.0143,  0.3856)
            (0.3859,  0.0342, -0.9219)
            (0.0000,  0.9993,  0.0371)>",62.44921875
054e7812-fe5b-422d-8762-3f5797f12211,28,sfg,scene3-sfg,against,Cube.002,Table,"<Vector (-1.4710, -2.5793, 1.8000)>","<Matrix 3x3 (0.8869, -0.0918,  0.4527)
            (0.4619,  0.1762, -0.8693)
            (0.0000,  0.9801,  0.1987)>",73.501220703125
c7580098-31fd-406e-b634-9a079a587005,28,sfg,scene3-sfg,against,lamp,table.001,"<Vector (-4.7426, 1.9349, 2.0317)>","<Matrix 3x3 (0.7329, -0.3206,  0.6000)
            (0.6803,  0.3455, -0.6464)
            (0.0000,  0.8820,  0.4713)>",99.6067962646484
19f5b6aa-616f-480f-b367-790b07dff4db,28,sfg,scene3-sfg,against,jar.001,table.001,"<Vector (-4.7426, 1.9349, 2.0317)>","<Matrix 3x3 (0.8869, -0.2083,  0.4123)
            (0.4619,  0.4000, -0.7916)
            (0.0000,  0.8925,  0.4511)>",103.340927124023
a456d864-88b5-42c8-9cba-a1474292f818,28,sfg,scene3-sfg,against,box,Floor,"<Vector (-4.7426, 1.9349, 2.0317)>","<Matrix 3x3 ( 0.9689, -0.1544,  0.1935)
            ( 0.2475,  0.6044, -0.7572)
            (-0.0000,  0.7816,  0.6239)>",107.1083984375
018c3ecc-0708-4b15-922d-4cccc035cbd9,28,sfg,scene3-sfg,against,banana.004,Floor,"<Vector (-3.1254, 0.5631, 3.3036)>","<Matrix 3x3 ( 0.9990, -0.0317,  0.0307)
            ( 0.0441,  0.7182, -0.6944)
            (-0.0000,  0.6951,  0.7189)>",111.59268951416
7decb265-3d00-43ad-a29b-d5d59a4676c9,28,sfg,scene3-sfg,against,book,bookshelf,"<Vector (-1.8774, 4.0308, 1.4239)>","<Matrix 3x3 ( 0.9856, -0.0472,  0.1626)
            ( 0.1693,  0.2745, -0.9466)
            (-0.0000,  0.9605,  0.2785)>",116.960502624512
727bd51f-f94b-44c1-acd5-138f4f1e4dff,28,sfg,scene3-sfg,against,door,wall,"<Vector (-1.2719, 0.2363, 1.0466)>","<Matrix 3x3 (-0.0513, 0.0491,  0.9975)
            ( 0.9987, 0.0025,  0.0513)
            (-0.0000, 0.9988, -0.0492)>",129.295883178711
fb9517ee-7d25-4d23-9956-11a610f3d635,28,sfg,scene3-sfg,against,ball.001,jar,"<Vector (-6.1895, 0.3908, 2.9620)>","<Matrix 3x3 ( 0.9684, -0.2309,  0.0945)
            ( 0.2495,  0.8962, -0.3669)
            (-0.0000,  0.3789,  0.9255)>",137.310592651367
596f1433-d312-4d7c-9eb8-46845beb5352,28,sfg,scene3-sfg,against,apple.000,bowl,"<Vector (-2.7321, 1.1699, 1.7850)>","<Matrix 3x3 ( 0.4535, -0.6994,  0.5525)
            ( 0.8913,  0.3558, -0.2811)
            (-0.0000,  0.6199,  0.7847)>",151.140548706055
cb77bd0a-2aa9-4751-9ce8-07b4c785471d,28,sfg,scene3-sfg,against,pear.004,banana.001,"<Vector (-2.7321, 1.1699, 1.7850)>","<Matrix 3x3 ( 0.4730, -0.4803,  0.7387)
            ( 0.8811,  0.2578, -0.3965)
            (-0.0000,  0.8384,  0.5451)>",159.371871948242
