Annotation ID,User ID,Task,Scene,Preposition,Figure,Ground,Cam Location,Cam Rotation,Time
099cbb70-199f-44b5-86bb-d185ce73aabd,28,sfg,scene3-sfg,against,Cube.001,goblet,"<Vector (-4.2472, 2.0589, 0.9571)>","<Matrix 3x3 ( 0.0449, 0.1698, -0.9845)
            (-0.9990, 0.0076, -0.0443)
            (-0.0000, 0.9855,  0.1700)>",168.736251831055
17992b52-b336-4124-afa3-9df56f7fc408,28,sfg,scene3-sfg,against,box.001,wall.001,"<Vector (-2.7975, 3.3404, 0.4742)>","<Matrix 3x3 ( 0.7787, -0.0462,  0.6257)
            ( 0.6273,  0.0573, -0.7766)
            (-0.0000,  0.9973,  0.0736)>",174.151596069336
ee001eb3-881f-4127-bcf5-9ae7e210bcda,28,sfg,scene3-sfg,on,chair,Floor,"<Vector (-4.4273, 0.5555, 1.3450)>","<Matrix 3x3 ( 0.9504, -0.0976,  0.2952)
            ( 0.3109,  0.2984, -0.9024)
            (-0.0000,  0.9495,  0.3140)>",213.042098999023
662ccb1a-d761-464a-8338-964511a9ee57,28,sfg,scene3-sfg,on,notebook,table.001,"<Vector (-6.1245, 1.3894, 2.3113)>","<Matrix 3x3 ( 0.9958, 0.0390, -0.0830)
            (-0.0917, 0.4236, -0.9012)
            (-0.0000, 0.9051,  0.4254)>",219.623825073242
33b6ff3e-6e7c-4e9f-9206-de0dccc92f75,28,sfg,scene3-sfg,on,notebook.001,notebook,"<Vector (-4.6389, 2.1970, 2.0270)>","<Matrix 3x3 ( 0.7220, -0.3174,  0.6149)
            ( 0.6919,  0.3311, -0.6416)
            (-0.0000,  0.8886,  0.4587)>",224.639266967773
eec7944b-9e58-461f-b775-df42d54144d9,28,sfg,scene3-sfg,on,apple.000,bowl,"<Vector (-3.1715, 1.1797, 1.4532)>","<Matrix 3x3 ( 0.8503, -0.4166,  0.3215)
            ( 0.5262,  0.6733, -0.5195)
            (-0.0000,  0.6109,  0.7918)>",240.901962280273
3ac28f56-8250-4950-a8b8-3e652bb6106c,28,sfg,scene3-sfg,on,Pencil.001,cup,"<Vector (-2.7591, 0.0048, 2.6035)>","<Matrix 3x3 ( 0.9021, -0.2730,  0.3342)
            ( 0.4315,  0.5708, -0.6986)
            (-0.0000,  0.7744,  0.6327)>",244.051193237305
b3cd6eaf-e376-4d3a-b77d-82b64b77725f,28,sfg,scene3-sfg,on,pear.004,bowl_001,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 (0.8067, -0.3765,  0.4554)
            (0.5909,  0.5140, -0.6218)
            (0.0000,  0.7708,  0.6372)>",246.933822631836
71a04796-b045-4472-a6fc-03f0f0433ad9,28,sfg,scene3-sfg,on,apple.008,bowl_001,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 (0.8020, -0.3884,  0.4538)
            (0.5973,  0.5215, -0.6093)
            (0.0000,  0.7598,  0.6503)>",249.833114624023
5c666eb7-db81-4867-9360-36f33e5c5404,28,sfg,scene3-sfg,on,banana.001,apple.008,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.7948, -0.3907,  0.4645)
            ( 0.6069,  0.5116, -0.6082)
            (-0.0000,  0.7653,  0.6437)>",252.665756225586
3dcaaa18-519f-48b6-ae15-a0dff55a17f1,28,sfg,scene3-sfg,on,bowl_001,Table,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.8319, -0.3436,  0.4356)
            ( 0.5548,  0.5153, -0.6532)
            (-0.0000,  0.7852,  0.6194)>",254.332015991211
012d172c-164d-4762-90c7-49416d182b4e,28,sfg,scene3-sfg,on,mug.002,Table,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.8813, -0.2884,  0.3743)
            ( 0.4725,  0.5379, -0.6982)
            (-0.0000,  0.7922,  0.6104)>",255.365097045898
608c1123-8867-455a-af3b-fadfc0b33dd7,28,sfg,scene3-sfg,on,goblet,Table,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.9225, -0.2311,  0.3090)
            ( 0.3859,  0.5526, -0.7388)
            (-0.0000,  0.8008,  0.5990)>",257.631225585938
1bd50185-dc47-4e6e-b7e3-75204f281523,28,sfg,scene3-sfg,on,Cube.001,goblet,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.9271, -0.2043,  0.3142)
            ( 0.3748,  0.5054, -0.7773)
            (-0.0000,  0.8384,  0.5451)>",258.747619628906
0a05fb95-553a-47a1-8d22-6653380dfddc,28,sfg,scene3-sfg,on,spoon,Table,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.9529, -0.1858,  0.2397)
            ( 0.3033,  0.5837, -0.7532)
            (-0.0000,  0.7904,  0.6126)>",260.413879394531
4d374cac-828a-4c04-8d57-12903e89f235,28,sfg,scene3-sfg,on,notepad_001,Table,"<Vector (-3.0965, 0.5078, 2.0809)>","<Matrix 3x3 ( 0.9731, -0.1486,  0.1757)
            ( 0.2301,  0.6286, -0.7430)
            (-0.0000,  0.7635,  0.6459)>",262.246765136719
3ec21873-95de-4165-96f9-a0fbad52a1ea,28,sfg,scene3-sfg,on,book.001,bookshelf,"<Vector (-1.7560, 2.5639, 1.0512)>","<Matrix 3x3 ( 0.9663, -0.0828,  0.2435)
            ( 0.2572,  0.3112, -0.9149)
            (-0.0000,  0.9468,  0.3221)>",267.328857421875
94aa3f78-d95d-4cff-8b96-da18c8cb4c2a,28,sfg,scene3-sfg,on,window,wall.001,"<Vector (-1.7560, 2.5639, 1.0512)>","<Matrix 3x3 ( 0.9358,  0.1187,  0.3318)
            ( 0.3524, -0.3152, -0.8812)
            (-0.0000,  0.9416, -0.3368)>",271.811096191406
1dc90827-1112-453a-b6cf-6960e700a567,28,sfg,scene3-sfg,on,door,wall,"<Vector (-2.0343, 0.7934, 1.1571)>","<Matrix 3x3 (-0.0932, 0.0916,  0.9915)
            ( 0.9956, 0.0086,  0.0928)
            (-0.0000, 0.9958, -0.0920)>",274.59375
b7eaa456-e1db-4ed9-b8da-acba84e28543,28,sfg,scene3-sfg,on,shelf,wall,"<Vector (-2.0343, 0.7934, 1.1571)>","<Matrix 3x3 ( 0.0885,  0.0604,  0.9943)
            ( 0.9960, -0.0054, -0.0884)
            (-0.0000,  0.9982, -0.0606)>",277.259765625
2b933f64-88de-4a46-ae0a-b8582ab859af,28,sfg,scene3-sfg,under,jar,ball.001,"<Vector (-4.3510, 1.6262, 2.1575)>","<Matrix 3x3 (-0.3460, -0.0235, 0.9380)
            ( 0.9382, -0.0087, 0.3460)
            (-0.0000,  0.9997, 0.0250)>",289.989990234375
bbfd69ba-ae07-488f-af11-38f971891b7e,28,sfg,scene3-sfg,under,notebook,notebook.001,"<Vector (-4.3510, 1.6262, 2.1575)>","<Matrix 3x3 ( 0.7490, -0.3022,  0.5896)
            ( 0.6625,  0.3417, -0.6666)
            (-0.0000,  0.8900,  0.4561)>",292.85595703125
7d980aad-3744-4e73-96e8-117244844d08,28,sfg,scene3-sfg,under,lamp,jar.001,"<Vector (-4.3510, 1.6262, 2.1575)>","<Matrix 3x3 ( 0.8079, -0.2182,  0.5474)
            ( 0.5892,  0.2992, -0.7505)
            (-0.0000,  0.9290,  0.3703)>",296.538391113281
ff332e05-2b8d-4a10-896e-71f7368cc3ea,28,sfg,scene3-sfg,under,chair,table.001,"<Vector (-2.4183, 1.4948, 2.6939)>","<Matrix 3x3 ( 0.3845, -0.4140,  0.8251)
            ( 0.9231,  0.1724, -0.3437)
            (-0.0000,  0.8939,  0.4485)>",300.520751953125
6c7855e3-9229-43ba-b6d6-e502ca4b4e28,28,sfg,scene3-sfg,under,box,table.001,"<Vector (-2.4183, 1.4948, 2.6939)>","<Matrix 3x3 ( 0.6183, -0.3261,  0.7151)
            ( 0.7859,  0.2566, -0.5626)
            (-0.0000,  0.9099,  0.4150)>",302.786865234375
74e9144f-6d30-4107-b877-d6419b963daf,28,sfg,scene3-sfg,under,book.002,Robot,"<Vector (-0.6564, 1.2574, 3.1406)>","<Matrix 3x3 ( 0.6277, -0.3149,  0.7119)
            ( 0.7784,  0.2539, -0.5741)
            (-0.0000,  0.9146,  0.4045)>",306.952514648437
af8ce383-deaf-433c-93b2-9b336d88607f,28,sfg,scene3-sfg,under,box.001,ceiling,"<Vector (-0.1766, 1.7670, 3.1406)>","<Matrix 3x3 ( 0.6293,  0.0715,  0.7739)
            ( 0.7771, -0.0579, -0.6266)
            (-0.0000,  0.9958, -0.0920)>",311.334777832031
c4c7f468-9347-4899-97ce-665689fcf9e2,28,sfg,scene3-sfg,under,apple.009,pear.004,"<Vector (-3.7028, 1.6546, 1.0597)>","<Matrix 3x3 (-0.0493, -0.4882, 0.8714)
            ( 0.9987, -0.0241, 0.0430)
            (-0.0000,  0.8724, 0.4888)>",316.916748046875
ceaa6810-ca2c-482b-9f82-a4d5208dce74,28,sfg,scene3-sfg,under,bowl_001,pear.004,"<Vector (-3.9383, 0.1753, 1.0597)>","<Matrix 3x3 ( 0.9754, 0.0237, -0.2188)
            (-0.2200, 0.1050, -0.9699)
            (-0.0000, 0.9942,  0.1077)>",321.565612792969
7407c56a-d333-449f-a44b-7f4d764d4278,28,sfg,scene3-sfg,under,Pencil.001,cup,"<Vector (-3.9383, 0.1753, 1.0597)>","<Matrix 3x3 ( 0.9796, 0.0142, -0.2000)
            (-0.2005, 0.0692, -0.9773)
            (-0.0000, 0.9976,  0.0707)>",323.731750488281
c9238993-d893-4902-9484-2ab08cf38efa,28,sfg,scene3-sfg,under,bowl,Table,"<Vector (-2.8513, 0.0090, 1.0597)>","<Matrix 3x3 ( 0.9154, -0.0672,  0.3968)
            ( 0.4024,  0.1530, -0.9026)
            (-0.0000,  0.9860,  0.1671)>",327.580810546875
b8c86f07-f232-400d-849c-a52855205608,28,sfg,scene3-sfg,above,Floor,ceiling,"<Vector (-1.3299, 0.3167, 1.8154)>","<Matrix 3x3 ( 0.9762, -0.0984,  0.1928)
            ( 0.2164,  0.4440, -0.8696)
            (-0.0000,  0.8907,  0.4548)>",342.860412597656
e15557df-f164-40b5-9424-cf707c38e7e6,28,sfg,scene3-sfg,above,Robot,book.002,"<Vector (-1.2171, 2.0514, 1.5905)>","<Matrix 3x3 ( 0.4852, -0.3909,  0.7822)
            ( 0.8743,  0.2169, -0.4341)
            (-0.0000,  0.8946,  0.4471)>",348.209106445312
867824b3-1807-4ef9-af5d-d1a9049f2ea4,28,sfg,scene3-sfg,above,ball,bookshelf,"<Vector (-1.2171, 2.0514, 1.5905)>","<Matrix 3x3 ( 0.9194, -0.0762,  0.3858)
            ( 0.3932,  0.1781, -0.9021)
            (-0.0000,  0.9811,  0.1937)>",350.158630371094
dc67537a-93fa-44fe-a291-e29a04b01ae4,28,sfg,scene3-sfg,above,notebook.001,notebook,"<Vector (-5.5808, 2.6527, 1.0922)>","<Matrix 3x3 ( 0.9038, -0.0733,  0.4216)
            ( 0.4279,  0.1547, -0.8905)
            (-0.0000,  0.9853,  0.1712)>",356.107177734375
c9b9f870-6e61-451e-b821-cd35c4d51c9c,28,sfg,scene3-sfg,above,mug.001,table.001,"<Vector (-5.5808, 2.6527, 1.0922)>","<Matrix 3x3 ( 0.9642, -0.0609,  0.2579)
            ( 0.2649,  0.2218, -0.9384)
            (-0.0000,  0.9733,  0.2300)>",357.723449707031
7d16e856-b7b0-4a58-ada4-ac0dfec69b33,28,sfg,scene3-sfg,above,chair.001,Floor,"<Vector (-4.6023, 2.8583, 1.0922)>","<Matrix 3x3 ( 0.6994, -0.2900,  0.6532)
            ( 0.7146,  0.2838, -0.6393)
            (-0.0000,  0.9141,  0.4058)>",359.672973632812
d80cb05f-38e9-46b1-ad1e-038514136c35,28,sfg,scene3-sfg,inside,Pencil.001,cup,"<Vector (-3.6069, 1.1595, 1.1030)>","<Matrix 3x3 ( 0.9792, 0.0538, -0.1951)
            (-0.2024, 0.2605, -0.9441)
            (-0.0000, 0.9640,  0.2660)>",367.6376953125
ab216914-b76a-4644-aa85-c0830ff5e051,28,sfg,scene3-sfg,below,jar,ball.001,"<Vector (-4.6528, 0.5078, 2.2525)>","<Matrix 3x3 ( 0.6835, -0.2972,  0.6667)
            ( 0.7298,  0.2783, -0.6244)
            (-0.0000,  0.9134,  0.4072)>",410.143981933594
1bcd7a87-67c5-4f44-8e0d-90837582abd1,28,sfg,scene3-sfg,below,box,table.001,"<Vector (-3.5817, 3.0320, 1.6557)>","<Matrix 3x3 ( 0.2846, -0.3294,  0.9003)
            ( 0.9586,  0.0978, -0.2673)
            (-0.0000,  0.9392,  0.3437)>",413.859741210938
ad691832-1dc1-4aed-8dd6-43857eae0379,28,sfg,scene3-sfg,below,book,bookshelf,"<Vector (-2.8017, 2.8544, 1.6557)>","<Matrix 3x3 ( 0.9722, 0.0404, -0.2301)
            (-0.2336, 0.1680, -0.9577)
            (-0.0000, 0.9850,  0.1728)>",417.942077636719
8c732311-df92-440c-9da2-bb85b1d4b12c,28,sfg,scene3-sfg,below,Cube.001,goblet,"<Vector (-3.4650, 0.8803, 1.5912)>","<Matrix 3x3 ( 0.9796, -0.0859,  0.1815)
            ( 0.2008,  0.4192, -0.8854)
            (-0.0000,  0.9039,  0.4280)>",422.707580566406
d4743649-15fb-4cb8-9e80-e74ae403dfe6,28,sfg,scene3-sfg,in,Pencil.001,cup,"<Vector (-3.4650, 0.8803, 1.5912)>","<Matrix 3x3 ( 0.9987, 0.0285, -0.0409)
            (-0.0498, 0.5705, -0.8198)
            (-0.0000, 0.8209,  0.5712)>",428.256225585938
f0440cee-a9c4-402e-801c-f514ce46fad7,28,sfg,scene3-sfg,under,notepad_001,Cube.002,"<Vector (-3.1213, 1.0311, 1.5164)>","<Matrix 3x3 ( 0.9783, -0.1043,  0.1784)
            ( 0.2066,  0.4940, -0.8446)
            (-0.0000,  0.8633,  0.5049)>",471.412353515625
cefe88de-42fc-4add-a2b7-ce5b9e2a3ca6,28,sfg,scene3-sfg,on top of,Cube.002,notepad_001,"<Vector (-3.1213, 1.0311, 1.5164)>","<Matrix 3x3 ( 0.9620, -0.1483,  0.2288)
            ( 0.2726,  0.5232, -0.8075)
            (-0.0000,  0.8393,  0.5438)>",475.461364746094
78a1fb53-21b7-42cd-95b7-50f7fe75ad41,28,sfg,scene3-sfg,on top of,spoon.001,dish.001,"<Vector (-3.1213, 1.0311, 1.5164)>","<Matrix 3x3 ( 0.9837, -0.1179,  0.1350)
            ( 0.1792,  0.6471, -0.7411)
            (-0.0000,  0.7533,  0.6578)>",477.510864257813
51b7d9f4-be88-48ba-810f-1f4e18a51a5e,28,sfg,scene3-sfg,on top of,apple.006,dish.001,"<Vector (-3.1213, 1.0311, 1.5164)>","<Matrix 3x3 ( 0.9186, -0.3096,  0.2454)
            ( 0.3951,  0.7200, -0.5706)
            (-0.0000,  0.6212,  0.7838)>",478.560607910156
d1ccaaf2-f2dd-4afd-9d19-0141b19d2077,28,sfg,scene3-sfg,on top of,apple.000,bowl,"<Vector (-3.1213, 1.0311, 1.5164)>","<Matrix 3x3 ( 0.8950, -0.1727,  0.4111)
            ( 0.4458,  0.3467, -0.8252)
            (-0.0000,  0.9220,  0.3874)>",479.74365234375
0b3e143e-939b-4ff5-beed-f52cbc9808f5,28,sfg,scene3-sfg,on top of,notebook.001,notebook,"<Vector (-5.9838, 3.2709, 1.8307)>","<Matrix 3x3 ( 0.9807, -0.1555,  0.1175)
            ( 0.1949,  0.7824, -0.5915)
            (-0.0000,  0.6031,  0.7978)>",487.591735839844
7c42ad8e-b91c-4ab8-ad86-7ff4bd38bb52,28,sfg,scene3-sfg,on top of,jar.001,lamp,"<Vector (-5.9838, 3.2709, 1.8307)>","<Matrix 3x3 ( 0.9419, -0.2519,  0.2217)
            ( 0.3355,  0.7072, -0.6223)
            (-0.0000,  0.6606,  0.7508)>",488.408203125
2de5e7c4-fbad-4f53-9dbd-18e96271a28a,28,sfg,scene3-sfg,on top of,ball.001,jar,"<Vector (-4.5908, 0.3178, 2.5344)>","<Matrix 3x3 ( 0.2188, -0.2503,  0.9432)
            ( 0.9757,  0.0561, -0.2115)
            (-0.0000,  0.9666,  0.2565)>",495.556457519531
1197a2ee-0747-4814-8643-95929e6898a6,28,sfg,scene3-sfg,above,ball.001,jar,"<Vector (-4.5908, 0.3178, 2.5344)>","<Matrix 3x3 ( 0.9744, -0.1379,  0.1769)
            ( 0.2242,  0.5992, -0.7686)
            (-0.0000,  0.7887,  0.6149)>",502.521423339844
c5a5b0cf-70ec-4db4-9bff-d7037f2a5345,28,sfg,scene3-sfg,above,apple.000,bowl,"<Vector (-4.1760, 0.8228, 1.9156)>","<Matrix 3x3 ( 0.6585, 0.5440, -0.5200)
            (-0.7524, 0.4761, -0.4551)
            (-0.0000, 0.6910,  0.7229)>",504.687561035156
47483cf5-e049-4a74-9327-368e750ec578,28,sfg,scene3-sfg,above,apple.006,dish.001,"<Vector (-4.1760, 0.8228, 1.9156)>","<Matrix 3x3 ( 0.7532, 0.3955, -0.5256)
            (-0.6577, 0.4529, -0.6019)
            (-0.0000, 0.7991,  0.6013)>",506.587097167969
1a0b073c-6bb3-4218-a6a1-7af56551756f,28,sfg,scene3-sfg,below,dish.001,apple.006,"<Vector (-4.1760, 0.8228, 1.9156)>","<Matrix 3x3 ( 0.7345, 0.4018, -0.5469)
            (-0.6785, 0.4349, -0.5920)
            (-0.0000, 0.8059,  0.5921)>",513.452087402344
3d62af4c-6ec5-4d26-80b0-3a36885a0797,28,sfg,scene3-sfg,below,bowl,apple.000,"<Vector (-4.1760, 0.8228, 1.9156)>","<Matrix 3x3 ( 0.9013, 0.2918, -0.3200)
            (-0.4330, 0.6074, -0.6661)
            (-0.0000, 0.7390,  0.6739)>",520.050476074219
a6852079-fd2d-4c6f-b05a-9fb7fe2429ec,28,sfg,scene3-sfg,below,Floor,Table,"<Vector (-4.4006, 0.2615, 3.1777)>","<Matrix 3x3 ( 0.9316, 0.3194, -0.1733)
            (-0.3633, 0.8189, -0.4444)
            (-0.0000, 0.4770,  0.8790)>",523.699584960938
74404650-254c-410f-89ec-3689732867cb,28,sfg,scene3-sfg,below,book.001,bookshelf,"<Vector (-3.6806, 2.6141, 1.6610)>","<Matrix 3x3 ( 0.9218, 0.1216, -0.3679)
            (-0.3874, 0.2894, -0.8753)
            (-0.0000, 0.9495,  0.3140)>",528.281799316406
c2904e09-ea2f-4d3f-9898-90d29d5e0112,28,sfg,scene3-sfg,below,box.001,Robot,"<Vector (-1.0015, 3.0578, 2.4279)>","<Matrix 3x3 ( 0.4481, -0.3895,  0.8047)
            ( 0.8939,  0.1952, -0.4034)
            (-0.0000,  0.9002,  0.4357)>",532.414123535156
26ac7f7d-6e98-48a8-b54a-264ade525879,28,sfg,scene3-sfg,above,Robot,box.001,"<Vector (-0.6102, 3.2070, 2.6037)>","<Matrix 3x3 ( 0.4028, -0.4105,  0.8181)
            ( 0.9152,  0.1807, -0.3601)
            (-0.0000,  0.8939,  0.4485)>",540.578796386719
f6e5035f-fa8a-462b-9da7-1617ff446615,28,sfg,scene3-sfg,above,table.001,box,"<Vector (-2.9495, 3.4022, 1.7898)>","<Matrix 3x3 ( 0.1639, -0.4017,  0.9011)
            ( 0.9864,  0.0667, -0.1497)
            (-0.0000,  0.9134,  0.4072)>",550.742980957031
8ba4f049-b4e4-4af4-9c6c-f0b3d3a0dc13,28,sfg,scene3-sfg,on,Cube.002,notepad_001,"<Vector (-2.8952, 3.2030, 1.2647)>","<Matrix 3x3 (-0.9893, -0.0486, 0.1365)
            ( 0.1449, -0.3320, 0.9321)
            (-0.0000,  0.9421, 0.3356)>",566.972351074219
e72dcd86-192c-436b-b087-6933cbb86a59,28,sfg,scene3-sfg,on,jar.001,lamp,"<Vector (-3.8735, 3.6974, 1.1946)>","<Matrix 3x3 (-0.5690, -0.1096, 0.8150)
            ( 0.8222, -0.0758, 0.5640)
            (-0.0000,  0.9912, 0.1332)>",569.838317871094
d6b68625-5fa0-4458-a80f-5c986679db41,28,sfg,scene3-sfg,on,ball,bookshelf,"<Vector (-3.8735, 3.6974, 1.1946)>","<Matrix 3x3 ( 0.7124, 0.0636, -0.6989)
            (-0.7017, 0.0646, -0.7095)
            (-0.0000, 0.9960,  0.0907)>",572.25439453125
fd01037e-15d1-424b-9727-0638d9b696d9,28,sfg,scene3-sfg,on,book,bookshelf,"<Vector (-3.8735, 3.6974, 1.1946)>","<Matrix 3x3 ( 0.6449, 0.0213, -0.7640)
            (-0.7641, 0.0180, -0.6447)
            (-0.0000, 0.9997,  0.0279)>",573.270812988281
df7c8182-a722-4c33-bde6-d5a6bb3cbf1a,28,sfg,scene3-sfg,on,mug,bookshelf,"<Vector (-3.8735, 3.6974, 1.1946)>","<Matrix 3x3 ( 0.6403, 0.0696, -0.7650)
            (-0.7680, 0.0580, -0.6378)
            (-0.0000, 0.9960,  0.0907)>",575.420288085938
63e0575f-2e29-4738-abaa-081af2f2f253,28,sfg,scene3-sfg,on,spoon.001,dish.001,"<Vector (-2.9623, 2.1094, 1.3430)>","<Matrix 3x3 (-0.7766, -0.4700, 0.4194)
            ( 0.6298, -0.5795, 0.5172)
            (-0.0000,  0.6659, 0.7462)>",584.684692382813
03c5df1c-90ef-4e78-9ff9-8613eb36d96a,28,sfg,scene3-sfg,on,dish.001,Table,"<Vector (-2.9623, 2.1094, 1.3430)>","<Matrix 3x3 (-0.2872, -0.6018, 0.7452)
            ( 0.9578, -0.1805, 0.2235)
            (-0.0000,  0.7780, 0.6284)>",586.134338378906
a8b66a30-b53f-4020-8aa6-dedaba37f0a4,28,sfg,scene3-sfg,on,cup,Table,"<Vector (-2.9623, 2.1094, 1.3430)>","<Matrix 3x3 (-0.5272, -0.4753, 0.7044)
            ( 0.8496, -0.2950, 0.4371)
            (-0.0000,  0.8290, 0.5594)>",587.567321777344
ba09b79a-067c-4933-97d8-6fe530040e52,29,sfg,scene2-sfg,on,Robot,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3929, -0.1853, 0.9007)
            ( 0.9196, -0.0792, 0.3849)
            (-0.0000,  0.9795, 0.2015)>",30.3997077941895
28a33bb1-bd48-42f7-b2b9-d5799112cd5f,29,sfg,scene2-sfg,on,apple.006,dish.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3577, -0.3114, 0.8804)
            ( 0.9338, -0.1193, 0.3372)
            (-0.0000,  0.9428, 0.3335)>",36.8329429626465
1499c7ce-d84e-437a-957d-88d093179d85,29,sfg,scene2-sfg,on,notebook.001,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3984, -0.2307, 0.8877)
            ( 0.9172, -0.1002, 0.3856)
            (-0.0000,  0.9678, 0.2516)>",41.3828735351563
3308d4c0-c93d-492b-bc43-b34e03c8417b,29,sfg,scene2-sfg,on,banana.000,bowl_001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3540, -0.1464, 0.9237)
            ( 0.9352, -0.0554, 0.3496)
            (-0.0000,  0.9877, 0.1565)>",45.899471282959
42f53080-c4a4-4f6e-a0a2-a4b20144b39d,29,sfg,scene2-sfg,on,bowl_001,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.4003, -0.1821, 0.8981)
            ( 0.9164, -0.0795, 0.3923)
            (-0.0000,  0.9801, 0.1987)>",49.066089630127
a250ac3c-a2f9-47d5-8cc0-4a596a5ce38d,29,sfg,scene2-sfg,on,Table,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3484, -0.2796, 0.8947)
            ( 0.9374, -0.1039, 0.3325)
            (-0.0000,  0.9545, 0.2982)>",52.4993705749512
5bbd2764-7685-4061-8c46-3d48d7737b25,29,sfg,scene2-sfg,on,Robot,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.4598, -0.3481, 0.8169)
            ( 0.8880, -0.1803, 0.4230)
            (-0.0000,  0.9199, 0.3920)>",54.6160049438477
873e2419-4bf2-427d-8a12-a74f1557d6b9,29,sfg,scene2-sfg,on,chair,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.1056, -0.3155, 0.9430)
            ( 0.9944, -0.0335, 0.1002)
            (-0.0000,  0.9483, 0.3173)>",56.7826385498047
520ea4a0-fa9c-444c-b96b-5f52107ea256,29,sfg,scene2-sfg,on,book.002,banana.004,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0202, -0.4077,  0.9129)
            ( 0.9998,  0.0082, -0.0184)
            (-0.0000,  0.9131,  0.4078)>",61.865894317627
48654e90-c8a8-4721-a785-cc5226d32628,29,sfg,scene2-sfg,on,banana.004,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0302, -0.3866,  0.9218)
            ( 0.9995,  0.0117, -0.0278)
            (-0.0000,  0.9222,  0.3868)>",63.482536315918
8c0303b4-b871-495b-a68d-5f30327c0d45,29,sfg,scene2-sfg,on,book.002,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.0198, -0.3549, 0.9347)
            ( 0.9998, -0.0070, 0.0185)
            (-0.0000,  0.9349, 0.3549)>",65.0994262695312
dad9680c-9bc7-4f3e-8e6d-5e143d78e403,29,sfg,scene2-sfg,on,book,bookshelf,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.5211, -0.2029,  0.8290)
            ( 0.8535,  0.1239, -0.5062)
            (-0.0000,  0.9713,  0.2377)>",71.1007080078125
8d45773b-51a0-46fb-b8a4-7c19d328de6e,29,sfg,scene2-sfg,on,mug,bookshelf,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.5245, -0.1380,  0.8401)
            ( 0.8514,  0.0850, -0.5176)
            (-0.0000,  0.9868,  0.1621)>",74.7848281860352
9b81b0b2-9d91-4c4f-afc7-bd5c099ee278,29,sfg,scene2-sfg,on,ball,mug,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.4848, -0.1171,  0.8667)
            ( 0.8746,  0.0649, -0.4805)
            (-0.0000,  0.9910,  0.1339)>",78.7356719970703
64cba6f8-115b-45fa-96c8-169d7394e209,29,sfg,scene2-sfg,on,ball,bookshelf,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.4043, -0.1069,  0.9084)
            ( 0.9146,  0.0472, -0.4015)
            (-0.0000,  0.9932,  0.1169)>",81.1695251464844
dee00efe-7664-4f23-822c-1b8b7c294fab,29,sfg,scene2-sfg,on,box.001,window,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.4207, -0.0544,  0.9056)
            ( 0.9072,  0.0252, -0.4199)
            (-0.0000,  0.9982,  0.0600)>",90.7715759277344
2bc514c8-b6bb-4523-a2ab-362110cfcb0c,29,sfg,scene2-sfg,on,chair.001,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.1851, -0.2662,  0.9460)
            ( 0.9827,  0.0501, -0.1782)
            (-0.0000,  0.9626,  0.2708)>",97.0395812988281
e6cbaff7-e564-4a0e-aad4-e97c53d77ad4,29,sfg,scene2-sfg,on,chair,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.0758, -0.1391, 0.9874)
            ( 0.9971, -0.0106, 0.0750)
            (-0.0000,  0.9902, 0.1395)>",101.157127380371
